RAT,Popularity,BS,IGS,PAC,SHO,Price_num
79,20,395,1921,72,72,550.0
79,30,382,1760,71,39,700.0
79,30,394,1909,69,78,550.0
79,-1,423,2048,66,55,2000.0
79,111,393,1896,81,78,700.0
79,56,405,1964,66,78,650.0
79,13,379,1795,44,51,700.0
79,24,403,1979,38,67,450.0
79,-213,403,2054,34,63,450.0
79,136,377,1716,82,32,700.0
79,32,419,1931,81,46,500.0
79,62,418,1960,81,51,7500.0
79,50,417,782,76,75,500.0
79,24,399,1930,76,80,400.0
79,27,416,1943,72,46,800.0
79,14,399,2004,69,73,800.0
79,537,416,943,76,73,500.0
79,79,404,1865,74,33,600.0
79,29,361,1742,49,40,650.0
79,13,358,1712,50,32,500.0
79,-4,354,1592,70,24,500.0
79,-16,435,2167,53,74,800.0
79,110,457,2074,91,76,44750.0
79,29,441,783,77,78,32500.0
79,11,406,2022,72,77,47500.0
79,7,408,1946,78,79,16000.0
79,92,449,2103,82,55,25000.0
79,-4,434,2131,80,74,34500.0
79,90,445,881,78,76,47500.0
79,42,462,2218,78,80,35000.0
79,14,385,1844,52,80,40000.0
79,23,462,2200,91,65,28000.0
79,32,455,2224,92,78,30000.0
79,24,464,2138,84,66,25000.0
79,21,433,802,79,79,45000.0
79,6,475,2278,86,79,17750.0
79,152,404,1921,60,77,600.0
79,142,409,1992,82,78,700.0
79,28,417,2046,72,82,750.0
79,34,438,1027,80,75,500.0
79,19,476,2279,84,72,32500.0
79,-11,416,1994,70,80,28750.0
79,10,462,2180,82,75,15000.0
79,37,457,859,80,79,17500.0
79,35,445,2072,88,75,24500.0
79,0,432,2062,75,63,23000.0
79,19,441,2036,90,76,20000.0
79,16,410,1979,81,76,700.0
79,30,418,1960,81,51,500.0
79,39,407,1853,70,78,550.0
79,8,425,2044,72,72,500.0
79,24,410,1899,73,79,650.0
79,26,428,969,80,76,650.0
79,8,451,2192,90,79,32500.0
79,26,466,2272,82,70,19000.0
79,18,447,2079,92,81,22750.0
79,2,443,2119,68,67,650.0
79,21,380,1760,68,37,30000.0
79,24,441,2000,90,75,24500.0
79,29,448,759,84,77,29500.0
79,30,453,2151,78,72,14500.0
79,28,423,1992,93,70,20500.0
79,66,453,2059,93,55,29000.0
79,33,423,2037,90,80,19000.0
79,41,435,657,80,76,14500.0
78,69,409,1869,83,39,450.0
78,292,421,1974,80,50,700.0
78,65,410,1903,85,76,550.0
78,147,419,1956,87,71,700.0
78,25,422,2004,82,55,6700.0
78,-1,429,2080,63,66,500.0
78,21,436,2089,70,72,500.0
78,39,395,1821,71,39,700.0
78,30,419,1957,82,77,700.0
78,67,411,2018,83,77,450.0
78,24,395,1848,63,75,500.0
78,16,388,1872,83,64,450.0
78,29,398,1861,85,74,400.0
78,134,407,1801,81,56,700.0
78,68,432,2043,67,64,700.0
78,19,429,2005,79,53,500.0
78,-36,438,2052,72,69,500.0
78,22,402,1923,83,78,8900.0
78,25,448,2151,71,66,700.0
78,15,433,2056,67,68,450.0
78,37,418,1979,63,57,700.0
78,-27,409,780,78,78,400.0
78,22,435,2078,70,64,450.0
78,40,431,1983,81,77,500.0
78,24,420,2058,72,79,450.0
78,15,439,2154,69,75,500.0
78,54,409,1925,89,69,550.0
78,6,431,917,78,79,5900.0
78,91,460,2237,85,76,700.0
78,16,445,2159,76,80,8600.0
78,63,455,2139,87,76,700.0
78,8,430,2064,65,63,550.0
78,50,439,2070,89,71,700.0
78,162,451,2174,74,71,9900.0
78,6,438,2101,81,76,450.0
78,96,438,2097,75,76,700.0
78,40,437,2062,81,67,650.0
78,32,449,2135,77,70,700.0
78,107,423,2004,76,53,7500.0
78,39,448,2157,76,74,700.0
78,33,445,2106,74,72,700.0
78,24,443,2110,87,74,700.0
78,15,431,2042,86,73,500.0
78,44,460,2209,83,73,700.0
78,30,442,2109,73,65,500.0
78,5,416,2018,68,56,800.0
78,32,428,2088,77,77,700.0
78,2,440,2104,72,67,500.0
78,51,439,2038,76,71,550.0
78,20,439,2101,66,73,550.0
78,17,414,1992,65,60,700.0
78,11,414,1998,58,67,500.0
78,64,425,1995,84,76,700.0
78,1,437,2122,65,72,500.0
78,5,436,2111,68,65,700.0
78,17,435,2059,85,75,700.0
78,83,410,1889,79,42,6300.0
78,27,422,1990,84,74,500.0
78,11,409,1847,68,56,500.0
78,104,450,2070,92,64,700.0
78,15,450,2098,81,72,600.0
78,30,451,1149,77,78,500.0
78,28,420,1971,84,73,500.0
78,24,420,1970,82,78,450.0
78,11,449,2165,78,73,450.0
78,24,432,2067,67,68,550.0
78,14,448,2119,73,74,600.0
78,-58,406,1864,71,44,450.0
78,115,447,2051,87,63,700.0
78,20,405,1901,64,49,450.0
78,14,429,2025,64,64,600.0
78,39,429,2160,52,70,2400.0
78,6,428,2113,72,71,550.0
78,22,427,2024,79,76,1000.0
78,18,445,1031,78,76,5000.0
78,61,402,1836,75,44,700.0
78,21,402,1883,60,42,450.0
78,109,426,2069,75,77,550.0
78,6,401,1941,62,46,500.0
78,10,425,2072,75,61,600.0
78,37,412,1992,77,79,700.0
78,25,399,1851,71,46,500.0
78,40,412,1969,69,79,450.0
78,22,399,1882,68,45,500.0
78,11,424,2045,66,72,750.0
78,190,423,1997,86,71,700.0
78,102,440,2071,79,60,500.0
78,19,423,2013,65,63,550.0
78,76,409,1967,86,76,700.0
78,18,409,1976,83,79,700.0
78,14,421,2026,59,65,500.0
78,8,438,859,80,74,500.0
78,8,408,1969,67,77,550.0
78,50,436,2036,82,67,700.0
78,7,436,2076,78,70,450.0
78,99,407,1985,78,80,8800.0
78,77,435,2120,76,65,600.0
78,36,406,1942,69,81,400.0
78,41,418,2022,50,75,500.0
78,28,405,1927,85,73,700.0
78,24,392,1782,73,39,700.0
78,39,416,2005,88,67,700.0
78,20,433,2031,79,58,600.0
78,29,416,2036,64,73,7500.0
78,-5,432,2024,74,62,500.0
78,14,414,1982,83,73,450.0
78,19,432,964,78,75,700.0
78,6,431,881,81,73,500.0
78,9,401,1908,62,79,500.0
78,25,430,867,80,78,700.0
78,318,399,1857,84,72,700.0
78,19,428,1975,76,58,450.0
78,15,428,2076,74,64,700.0
78,7,428,906,79,77,450.0
78,43,427,2063,63,60,550.0
78,13,427,879,79,76,500.0
78,17,427,882,77,82,500.0
78,12,409,1986,71,72,500.0
78,30,408,1936,88,69,450.0
78,2,426,965,78,73,3000.0
78,4,426,972,77,75,5000.0
78,-1,396,1924,63,78,450.0
78,-20,424,1917,83,52,500.0
78,9,407,1934,80,64,500.0
78,19,395,1890,79,79,9800.0
78,24,424,897,79,73,500.0
78,7,424,868,75,71,450.0
78,34,422,2079,80,53,600.0
78,19,422,2046,75,57,500.0
78,11,380,1795,61,42,500.0
78,34,392,1904,85,79,2500.0
78,12,379,1767,59,39,450.0
78,67,391,1860,85,71,500.0
78,13,403,1901,81,78,450.0
78,-11,419,2060,64,60,600.0
78,16,377,1755,58,36,450.0
78,10,400,1935,75,72,500.0
78,61,400,1932,75,73,400.0
78,16,417,1955,74,49,700.0
78,44,375,1838,32,52,500.0
78,26,417,726,79,78,550.0
78,2,399,1987,59,67,700.0
78,21,386,1819,74,76,500.0
78,19,398,1973,71,76,8000.0
78,3,385,1840,64,79,700.0
78,22,413,827,78,75,500.0
78,7,370,1706,70,28,550.0
78,13,412,705,77,76,500.0
78,50,393,1899,75,70,500.0
78,24,381,1843,66,78,500.0
78,24,408,1889,76,43,650.0
78,3,366,1789,44,42,450.0
78,36,364,1637,75,27,700.0
78,19,404,730,81,74,450.0
78,71,385,1837,78,69,700.0
78,13,362,1767,33,83,500.0
78,280,371,1830,69,70,10000.0
78,47,371,1817,41,44,450.0
78,-1,344,1615,33,42,400.0
78,13,427,901,77,74,8500.0
78,30,426,1980,88,77,40000.0
78,30,417,1982,85,78,30000.0
78,14,390,1821,67,38,500.0
78,12,432,870,79,78,29000.0
78,5,400,1869,64,78,34000.0
78,16,395,1890,79,79,650.0
78,56,410,1889,79,42,700.0
78,29,366,1764,49,47,500.0
78,10,417,1955,74,49,500.0
78,28,445,1031,78,76,500.0
78,34,392,1904,85,79,650.0
78,96,373,1723,53,40,400.0
78,63,391,1863,61,44,400.0
78,45,396,1900,76,72,550.0
78,45,451,2174,74,71,700.0
78,11,427,901,77,74,500.0
78,12,431,917,78,79,550.0
78,12,402,1923,83,78,700.0
78,7,426,972,77,75,500.0
78,14,426,2026,82,70,500.0
78,11,434,2096,75,74,500.0
78,35,416,2036,64,73,700.0
77,-82,405,1899,75,76,500.0
77,85,434,2052,71,69,500.0
77,23,438,2078,79,69,450.0
77,34,402,1950,68,80,450.0
77,73,417,2024,58,68,1000.0
77,17,416,1972,71,53,450.0
77,20,409,1921,72,39,500.0
77,2,428,2002,78,71,450.0
77,203,397,1760,87,33,1800.0
77,15,385,1781,61,42,500.0
77,54,422,2047,80,75,700.0
77,36,402,1917,81,75,450.0
77,3,436,2097,68,73,500.0
77,12,400,1816,84,75,400.0
77,8,435,996,79,74,400.0
77,37,406,1861,94,76,700.0
77,86,418,1906,81,48,700.0
77,68,426,1948,80,52,4800.0
77,56,434,2034,78,61,700.0
77,39,405,1948,74,82,500.0
77,6,422,1992,73,49,400.0
77,3,397,1812,70,39,500.0
77,9,369,1705,63,41,550.0
77,21,427,2018,74,63,450.0
77,18,382,1855,42,50,500.0
77,13,442,2111,67,71,450.0
77,29,391,1948,62,79,400.0
77,27,444,2115,71,68,700.0
77,40,431,2100,88,80,10000.0
77,9,395,1880,73,77,450.0
77,4,430,1999,74,65,450.0
77,34,413,1890,94,73,700.0
77,126,425,1973,95,70,700.0
77,2,428,2017,74,57,700.0
77,71,452,2132,80,74,700.0
77,48,452,2144,79,74,700.0
77,77,438,2035,84,73,700.0
77,29,449,2138,78,73,700.0
77,29,436,2037,84,75,500.0
77,61,446,2097,74,69,500.0
77,33,442,2056,83,71,450.0
77,33,442,2074,76,63,400.0
77,21,442,2109,72,72,500.0
77,12,442,2090,72,65,500.0
77,10,440,2059,73,70,10000.0
77,37,426,1953,89,76,700.0
77,26,455,2174,83,68,700.0
77,59,438,2059,70,61,1000.0
77,-7,425,2071,75,76,700.0
77,29,437,2056,72,71,500.0
77,36,437,2101,67,73,500.0
77,12,424,2024,80,73,450.0
77,60,424,2015,78,77,700.0
77,13,436,2063,77,72,450.0
77,11,434,2059,85,69,550.0
77,75,434,2053,82,58,700.0
77,15,434,2078,62,71,550.0
77,18,409,1956,61,56,400.0
77,121,408,1854,82,44,700.0
77,30,421,2026,78,76,9400.0
77,24,449,2132,79,64,700.0
77,20,432,1974,72,63,450.0
77,6,432,2089,71,78,450.0
77,30,407,1901,70,49,500.0
77,7,407,2011,51,67,500.0
77,63,419,2019,86,74,400.0
77,4,419,1967,70,78,450.0
77,15,431,2081,62,70,550.0
77,15,430,2056,70,71,500.0
77,6,430,2085,69,72,8900.0
77,86,430,2091,65,77,500.0
77,10,417,2014,67,79,450.0
77,40,445,2098,80,67,700.0
77,16,403,1883,69,42,450.0
77,24,427,2058,74,71,550.0
77,4,427,1990,74,62,450.0
77,10,426,2121,61,68,400.0
77,405,413,1964,78,77,500.0
77,24,425,1976,73,63,400.0
77,48,412,1940,81,68,900.0
77,10,424,2055,60,68,8900.0
77,28,440,2029,88,65,500.0
77,14,411,1934,85,73,450.0
77,7,423,2048,68,77,450.0
77,63,410,1902,89,75,700.0
77,13,422,2027,81,75,900.0
77,21,439,2081,81,60,700.0
77,5,410,1952,79,75,450.0
77,12,439,2088,78,65,10000.0
77,20,410,2006,78,77,500.0
77,18,422,2049,77,77,500.0
77,102,409,1916,90,71,7000.0
77,10,438,2075,81,69,450.0
77,22,408,1928,90,71,10000.0
77,63,420,2006,90,70,700.0
77,17,420,1972,80,72,500.0
77,-8,438,716,79,78,400.0
77,-1,437,2058,78,62,450.0
77,26,407,1943,73,79,450.0
77,110,435,2006,86,59,700.0
77,10,435,2060,78,64,450.0
77,13,406,1995,75,79,700.0
77,27,416,1935,88,69,700.0
77,9,404,1955,76,79,400.0
77,23,416,2016,73,69,500.0
77,-84,433,2096,69,69,500.0
77,-2,416,2020,57,65,500.0
77,15,391,1867,52,50,550.0
77,30,432,2021,72,65,400.0
77,91,431,2039,80,57,450.0
77,13,414,2005,72,72,450.0
77,12,414,1966,69,73,450.0
77,47,389,1794,61,47,10000.0
77,18,431,989,75,77,500.0
77,49,400,1853,83,76,450.0
77,18,412,1971,81,75,400.0
77,50,412,1941,78,71,400.0
77,50,412,1958,78,75,500.0
77,2,430,969,78,74,400.0
77,23,430,1022,77,73,450.0
77,17,428,1966,84,58,400.0
77,29,411,1962,84,73,450.0
77,9,429,864,77,78,400.0
77,3,411,1957,72,76,400.0
77,16,428,2023,68,65,10000.0
77,21,398,1798,84,76,450.0
77,-2,428,934,76,76,450.0
77,229,398,1925,66,81,400.0
77,33,410,2047,50,74,400.0
77,86,397,1878,90,78,700.0
77,22,427,879,79,70,500.0
77,26,426,2065,74,63,550.0
77,9,384,1821,52,57,400.0
77,45,408,1934,90,70,700.0
77,34,408,1911,90,72,700.0
77,58,425,1986,84,52,700.0
77,89,425,1970,83,51,6000.0
77,20,426,935,78,75,450.0
77,54,407,1864,86,76,700.0
77,58,395,1873,79,71,10000.0
77,25,406,1881,88,76,500.0
77,15,406,1937,82,70,450.0
77,80,406,1967,69,75,500.0
77,10,381,1771,67,42,9800.0
77,49,393,1882,74,78,400.0
77,11,405,2049,44,70,850.0
77,5,405,2008,42,69,450.0
77,-5,421,1982,73,53,400.0
77,7,392,1881,71,80,8900.0
77,3,421,2045,64,62,5200.0
77,24,403,1909,79,71,500.0
77,54,378,1725,73,39,500.0
77,47,378,1831,54,48,10000.0
77,11,377,1764,64,39,550.0
77,32,419,907,79,76,450.0
77,15,418,942,77,76,4900.0
77,11,417,2007,68,59,450.0
77,3,400,1906,59,54,500.0
77,10,374,1774,37,54,450.0
77,8,386,1852,57,79,500.0
77,36,397,1879,65,47,400.0
77,8,397,1967,56,47,450.0
77,18,372,1759,50,54,450.0
77,11,412,1991,74,44,450.0
77,18,370,1665,69,36,450.0
77,33,412,869,76,75,450.0
77,7,411,1890,74,50,400.0
77,5,394,1884,50,58,450.0
77,80,392,1879,75,71,550.0
77,20,379,1754,68,75,450.0
77,21,366,1706,54,34,550.0
77,14,379,1884,53,80,550.0
77,-188,378,1864,62,77,4600.0
77,3,365,1692,59,38,450.0
77,36,365,1683,47,33,400.0
77,3,406,1914,75,46,500.0
77,5,388,1905,38,65,450.0
77,-17,363,1712,37,54,450.0
77,12,362,1688,62,36,400.0
77,3,362,1665,60,35,500.0
77,12,374,1798,71,76,500.0
77,14,403,1919,69,47,450.0
77,19,384,1774,85,66,500.0
77,26,400,807,79,72,500.0
77,5,355,1625,52,35,900.0
77,7,355,1633,45,40,400.0
77,-13,354,1657,50,49,450.0
77,1,353,1662,66,33,9900.0
77,3,386,1829,64,39,500.0
77,27,343,1573,50,28,500.0
77,14,368,1782,77,69,9500.0
77,39,415,1972,86,77,32000.0
77,63,444,2074,96,79,34750.0
77,43,442,2129,87,80,40000.0
77,17,366,1743,54,35,20000.0
77,103,389,1794,61,47,450.0
77,23,392,1881,71,80,500.0
77,134,431,2100,88,80,500.0
77,71,397,1865,85,73,700.0
77,20,475,2253,86,75,43750.0
77,112,409,1916,90,71,450.0
77,9,430,2085,69,72,550.0
77,1,381,1771,67,42,4700.0
77,18,418,2093,67,79,600.0
77,23,371,1718,58,40,450.0
77,36,417,1943,60,64,450.0
77,-5,368,1782,77,69,500.0
77,31,428,2023,68,65,450.0
77,17,424,2055,60,68,450.0
77,31,439,2088,78,65,600.0
77,30,399,2000,40,71,500.0
77,10,440,2059,73,70,500.0
77,15,408,1928,90,71,700.0
77,13,421,2045,64,62,500.0
77,8,424,840,78,74,500.0
77,14,418,942,77,76,550.0
77,-34,425,1970,83,51,700.0
77,24,423,1917,94,69,23750.0
77,25,436,2018,83,80,38000.0
77,10,378,1831,54,48,600.0
76,14,415,1919,74,53,400.0
76,22,404,1858,73,43,500.0
76,14,418,1910,85,66,450.0
76,31,423,1948,79,57,500.0
76,15,438,2047,75,66,700.0
76,47,379,1777,74,75,500.0
76,46,392,1826,82,73,450.0
76,26,402,1891,77,44,500.0
76,16,400,1919,66,74,400.0
76,7,406,1930,76,78,2700.0
76,13,429,1987,77,68,500.0
76,10,435,2041,69,69,500.0
76,14,415,1941,88,55,450.0
76,58,444,2076,86,65,8300.0
76,115,406,1918,86,71,1000.0
76,14,402,1945,72,72,9900.0
76,17,423,2003,87,70,10000.0
76,21,401,1934,79,66,700.0
76,40,409,2006,69,75,450.0
76,86,442,2051,88,71,700.0
76,295,417,1927,95,75,700.0
76,11,418,837,75,73,450.0
76,14,410,1948,79,72,500.0
76,3,431,2031,72,67,450.0
76,22,416,877,78,73,400.0
76,12,415,2060,56,63,3800.0
76,8,411,900,75,73,450.0
76,0,431,2074,68,67,500.0
76,9,399,1852,63,48,10000.0
76,11,414,2028,70,75,8700.0
76,55,375,1781,58,78,500.0
76,15,413,1937,77,75,400.0
76,2,417,836,76,73,400.0
76,6,412,1981,64,56,500.0
76,191,435,2061,68,71,400.0
76,2,397,1918,69,70,400.0
76,13,369,1665,73,31,450.0
76,294,441,1993,93,58,700.0
76,6,422,901,73,69,400.0
76,54,423,989,72,76,400.0
76,-4,392,1999,37,64,500.0
76,22,384,1918,61,80,500.0
76,14,380,1841,54,79,8000.0
76,65,377,1927,51,77,700.0
76,21,401,905,76,72,500.0
76,22,379,1776,62,75,400.0
76,6,424,2123,50,75,9000.0
76,92,446,2175,68,79,10000.0
76,24,425,2044,65,65,450.0
76,16,410,1990,78,77,450.0
76,14,350,1678,40,35,500.0
76,-2,412,1930,70,56,450.0
76,11,393,1938,68,71,9900.0
76,15,384,1798,68,39,400.0
76,24,443,2114,83,68,9400.0
76,5,406,2029,51,71,500.0
76,10,370,1718,62,76,400.0
76,43,363,1743,44,78,450.0
76,10,352,1665,49,35,400.0
76,8,354,1700,50,36,500.0
76,10,403,1947,72,76,400.0
76,35,386,1885,59,77,5000.0
76,5,420,1943,71,57,450.0
76,5,390,1927,44,61,400.0
76,5,415,1987,70,61,500.0
76,8,415,1992,71,76,3000.0
76,16,404,1956,74,73,600.0
76,23,430,2095,62,72,400.0
76,10,363,1660,68,30,400.0
76,13,437,2032,84,75,450.0
76,17,390,1814,74,40,400.0
76,7,407,2034,53,71,500.0
76,-8,391,1865,60,51,8100.0
76,8,418,926,79,73,450.0
76,13,407,1985,72,77,450.0
76,30,364,1705,69,33,500.0
76,18,445,2080,84,71,400.0
76,9,430,2061,77,59,700.0
76,14,421,904,74,74,500.0
76,9,430,2123,58,76,400.0
76,1,432,2077,70,77,450.0
76,9,385,1835,81,75,400.0
76,50,344,1626,51,41,500.0
76,4,425,2026,77,74,400.0
76,10,432,2064,67,67,500.0
76,2,420,980,77,73,400.0
76,16,402,1979,66,71,400.0
76,4,363,1746,64,37,450.0
76,7,385,1817,62,46,4000.0
76,35,449,2106,91,64,700.0
76,13,399,1913,73,72,400.0
76,10,403,1949,67,46,400.0
76,7,408,1966,55,60,450.0
76,6,408,1950,83,69,450.0
76,13,340,1629,32,33,400.0
76,7,407,1965,65,73,400.0
76,127,425,887,77,73,500.0
76,12,411,1982,46,78,400.0
76,0,379,1696,68,31,450.0
76,9,413,1984,83,69,450.0
76,9,412,1976,77,72,9100.0
76,-10,402,1944,50,63,400.0
76,12,396,1929,50,59,450.0
76,40,412,1963,80,72,800.0
76,41,331,1526,46,20,450.0
76,11,410,1975,58,60,450.0
76,10,440,2107,72,71,500.0
76,10,420,2024,71,67,700.0
76,0,362,1700,55,40,450.0
76,11,439,2104,72,71,400.0
76,82,445,2065,92,70,500.0
76,-10,410,1977,53,63,650.0
76,5,357,1641,59,38,500.0
76,24,434,1987,80,62,700.0
76,0,421,2052,69,66,400.0
76,1,394,1933,75,72,400.0
76,9,376,1772,57,50,500.0
76,1,391,1807,67,40,8200.0
76,24,423,1996,91,74,700.0
76,7,404,1899,63,55,500.0
76,112,442,2055,93,75,700.0
76,39,406,1959,56,63,450.0
76,70,396,1860,79,75,500.0
76,4,413,1955,76,73,400.0
76,31,427,2006,65,68,1600.0
76,6,400,1893,78,70,450.0
76,8,424,797,75,73,9000.0
76,16,409,1920,69,50,400.0
76,22,449,2097,83,68,700.0
76,2,397,1931,44,62,9900.0
76,1,433,2087,75,62,9800.0
76,-7,388,1804,66,51,9900.0
76,1,451,2143,79,71,450.0
76,7,417,872,76,74,450.0
76,9,392,1865,59,75,450.0
76,15,401,1868,77,46,450.0
76,12,386,1854,91,67,450.0
76,13,419,2002,70,58,400.0
76,8,379,1817,52,46,4800.0
76,5,417,2001,67,59,450.0
76,12,437,2071,87,68,700.0
76,3,420,2020,63,67,9800.0
76,11,421,1993,82,55,450.0
76,11,407,1978,49,65,500.0
76,-5,386,1814,66,37,500.0
76,57,404,1949,69,71,500.0
76,5,419,2000,72,55,450.0
76,11,410,1993,77,78,450.0
76,12,427,2045,68,71,400.0
76,15,435,1032,76,74,400.0
76,11,385,1819,61,53,400.0
76,9,406,1967,68,64,450.0
76,15,416,1966,77,75,450.0
76,14,415,804,77,73,400.0
76,21,360,1636,63,36,500.0
76,15,408,828,76,73,400.0
76,19,426,878,77,73,400.0
76,4,362,1599,63,33,450.0
76,15,427,1980,77,59,400.0
76,88,420,1956,91,72,700.0
76,26,434,2061,81,74,400.0
76,51,417,909,77,74,450.0
76,30,411,1974,84,71,500.0
76,10,415,1996,67,72,400.0
76,42,384,1800,70,42,850.0
76,19,369,1721,68,33,450.0
76,18,396,1846,75,76,500.0
76,30,403,1880,77,74,500.0
76,14,412,1939,81,77,500.0
76,25,404,1872,75,44,500.0
76,10,401,1928,82,72,450.0
76,4,378,1804,62,38,500.0
76,17,435,2055,65,71,500.0
76,21,408,1900,80,76,450.0
76,21,412,1896,87,68,450.0
76,3,394,1873,52,53,500.0
76,5,433,2122,56,73,450.0
76,13,424,921,76,73,450.0
76,36,396,1815,64,47,500.0
76,15,439,2110,72,72,400.0
76,8,415,1916,81,50,450.0
76,9,394,1866,65,76,450.0
76,12,433,2058,61,71,400.0
76,9,380,1785,68,78,8900.0
76,64,419,1968,80,48,700.0
76,28,448,2143,77,72,700.0
76,14,390,1872,76,73,450.0
76,92,433,1992,92,50,700.0
76,25,421,1994,79,75,700.0
76,8,433,2049,62,70,450.0
76,31,396,1854,75,70,400.0
76,2,436,2095,73,71,9800.0
76,14,379,1794,56,44,400.0
76,13,428,1975,85,56,450.0
76,54,384,1728,80,39,700.0
76,21,392,1820,69,38,450.0
76,9,406,1900,82,70,400.0
76,47,453,2180,85,73,700.0
76,9,401,1915,65,49,10000.0
76,11,415,1945,78,51,450.0
76,40,414,1963,75,70,400.0
76,16,392,1903,45,62,500.0
76,10,394,1882,84,70,700.0
76,14,387,1794,71,74,400.0
76,21,374,1739,62,38,450.0
76,29,387,1776,73,33,700.0
76,4,428,2014,75,60,700.0
76,15,412,2065,71,78,400.0
76,8,420,1915,70,61,500.0
76,13,419,1983,76,68,10000.0
76,6,403,767,76,76,7300.0
76,37,410,1940,87,75,700.0
76,3,397,1939,59,75,600.0
76,11,372,1739,57,38,400.0
76,0,345,1603,47,33,500.0
76,85,456,2131,82,73,10000.0
76,8,421,1987,68,56,450.0
76,60,417,2038,69,77,450.0
76,17,412,1932,86,74,400.0
76,9,395,1859,63,56,400.0
76,6,402,1929,50,64,550.0
76,4,403,1923,83,76,3600.0
76,11,414,1940,77,58,500.0
76,19,441,2037,78,67,450.0
76,16,389,1802,77,39,400.0
76,-6,405,1892,71,43,400.0
76,27,414,1958,84,68,450.0
76,25,429,2064,84,66,400.0
76,25,391,1860,84,72,450.0
76,14,425,1964,67,64,500.0
76,28,418,2026,66,61,450.0
76,28,423,1996,68,68,500.0
76,13,422,1973,68,57,400.0
76,2357,454,2119,82,75,9700.0
76,24,412,1917,84,54,9000.0
76,11,408,1970,70,65,450.0
76,4,366,1702,66,39,400.0
76,10,417,1991,83,75,400.0
76,19,423,1958,84,75,500.0
76,8,420,2006,75,69,400.0
76,22,382,1773,76,46,450.0
76,30,408,1910,73,75,500.0
76,16,396,1913,78,70,450.0
76,11,393,1844,62,44,700.0
76,41,424,2035,85,72,700.0
76,39,439,2022,90,60,700.0
76,5,414,1935,79,48,500.0
76,1,404,1885,80,71,450.0
76,5,402,1860,77,52,500.0
76,25,384,1748,53,49,450.0
76,88,409,1958,80,70,450.0
76,36,422,1955,90,49,450.0
76,10,382,1773,70,43,500.0
76,7,429,2075,68,64,400.0
76,16,391,1880,78,76,450.0
76,-44,398,1927,75,79,9300.0
76,31,396,1808,93,37,700.0
76,10,338,1516,50,28,500.0
76,69,454,2154,76,77,700.0
76,11,426,2007,67,66,400.0
76,10,433,2048,74,65,450.0
76,30,399,1849,73,44,400.0
76,20,387,1837,81,75,450.0
76,19,436,2041,74,67,700.0
76,8,415,1949,64,62,450.0
76,15,441,2069,76,71,3000.0
76,71,414,1987,79,76,400.0
76,21,421,1999,68,73,500.0
76,8,426,2079,85,71,400.0
76,1,404,1946,74,77,450.0
76,13,435,2089,61,69,450.0
76,33,397,1924,68,75,2500.0
76,49,413,1917,81,74,400.0
76,14,407,1979,60,59,450.0
76,9,415,2012,66,75,400.0
76,25,394,1941,86,71,700.0
76,24,407,1906,88,73,500.0
76,10,414,1930,79,75,500.0
76,15,401,1860,71,76,450.0
76,12,386,1868,71,76,9700.0
76,-2,424,2053,77,54,8500.0
76,18,387,1897,60,73,10000.0
76,23,443,2074,75,71,400.0
76,34,448,2149,73,72,500.0
76,23,438,2114,76,74,500.0
76,13,398,1864,80,77,700.0
76,17,429,2072,74,69,700.0
76,14,408,1953,84,77,400.0
76,43,398,1867,79,74,8300.0
76,26,391,1782,78,50,10000.0
76,46,427,2020,78,62,400.0
76,46,422,2014,77,71,450.0
76,66,418,1921,92,70,700.0
76,27,437,2060,84,75,27000.0
76,-6,394,1824,65,77,35000.0
76,58,448,2041,95,71,20000.0
76,71,414,1919,85,75,35000.0
76,5,446,2107,85,72,32500.0
76,28,398,1867,79,74,400.0
76,44,398,1979,70,73,450.0
76,12,424,1974,85,77,500.0
76,28,436,2095,73,71,500.0
76,14,403,1923,83,76,500.0
76,10,424,2123,50,75,450.0
76,33,386,1885,59,77,450.0
76,12,414,2028,70,75,500.0
76,37,444,2076,86,65,600.0
76,9,424,797,75,73,450.0
76,35,456,2131,82,73,700.0
76,23,412,1976,77,72,500.0
76,18,399,1852,63,48,450.0
76,39,402,1894,82,72,450.0
76,21,420,2037,76,70,500.0
76,18,412,1917,84,54,500.0
76,4,391,1807,67,40,600.0
76,15,443,2114,83,68,450.0
76,13,415,1992,71,76,450.0
76,13,403,1945,74,78,450.0
76,18,420,2020,63,67,400.0
76,10,436,2113,69,73,450.0
76,-104,398,1927,75,79,450.0
76,10,385,1817,62,46,450.0
76,18,419,1983,76,68,400.0
76,14,441,2069,76,71,500.0
76,14,391,1782,78,50,500.0
76,17,406,1930,76,78,500.0
76,13,379,1817,52,46,450.0
76,15,415,2060,56,63,500.0
76,306,446,2175,68,79,600.0
76,151,397,1924,68,75,400.0
76,35,391,1865,60,51,450.0
76,14,449,2069,95,70,27000.0
76,2,432,2095,70,65,14000.0
76,1,397,1931,44,62,500.0
75,45,439,2067,75,74,650.0
75,-67,395,1854,80,69,4500.0
75,12,406,1875,83,47,500.0
75,7,368,1694,65,34,450.0
75,16,387,1842,68,75,500.0
75,63,411,1914,86,49,500.0
75,24,385,1718,78,29,650.0
75,50,374,1764,77,74,10000.0
75,35,394,1735,89,43,9600.0
75,13,398,1955,78,71,500.0
75,34,372,1726,67,42,2000.0
75,37,406,806,74,71,950.0
75,12,382,1873,68,78,500.0
